2.8325,1.0892,2.764,0.58339,2.7819
2.9281,1.5367,2.2556,2.0229,2.9767
2.7757,0.80538,3.0488,1.1335,2.8085
2.7861,0.62615,2.7655,0.35407,2.7589
2.7954,0.905,2.9511,0.85429,2.7903
2.7959,0.9337,2.9749,0.9001,2.7925
2.8816,1.5437,2.728,0.88595,2.8158
2.9699,1.6154,1.9159,1.7448,2.9829
2.7961,0.69303,2.732,0.74136,2.8009
2.8678,1.4064,2.7288,0.89804,2.8169
2.8161,0.97972,2.8189,0.65566,2.7837
2.983,1.7947,1.965,1.0595,2.9094
2.7557,0.52401,2.9665,0.85107,2.7885
2.9294,1.5495,2.2556,1.5313,2.9276
2.7998,0.91981,2.922,1.071,2.8149
2.8686,1.1152,2.4293,1.8894,2.946
2.7851,0.70375,2.853,0.31737,2.7464
2.8042,0.8897,2.8478,0.33708,2.7489
2.8977,1.8499,2.8725,1.7221,2.885
2.9703,2.0224,2.3197,1.9611,2.9641
2.8328,0.78223,2.4547,1.0171,2.8562
2.8537,1.0938,2.5564,1.5755,2.9019
2.9026,1.6053,2.5796,1.8189,2.9239
2.9087,1.3163,2.2297,2.1427,2.9913
2.717,0.56897,3.3993,0.89049,2.7491
2.8379,1.3294,2.9505,0.3358,2.7385
2.8724,1.3099,2.5858,0.77688,2.8191
2.9137,1.4325,2.2951,1.7144,2.9419
2.7653,0.86274,3.2096,0.65415,2.7445
2.8326,0.89575,2.5696,1.2521,2.8682
2.9944,1.9607,2.0172,1.2153,2.9198
2.8745,1.2153,2.4708,1.0192,2.8548
2.979,1.8533,2.0634,0.92409,2.8861
2.8182,0.99706,2.8153,0.66369,2.7848
2.8729,1.1671,2.4383,1.5213,2.9083
2.8275,0.90538,2.6301,1.682,2.9052
2.7616,0.44421,2.8278,1.0475,2.822
2.9368,1.7742,2.4064,2.0269,2.962
2.8824,1.5563,2.7327,1.2627,2.853
2.725,0.34918,3.0992,0.70483,2.7606
2.8205,1.045,2.8402,1.0013,2.8161
2.8537,1.2313,2.6943,1.2556,2.8561
2.8697,1.3776,2.6803,1.3212,2.8641
2.8867,1.3881,2.5216,1.5099,2.8988
2.7888,0.80779,2.9194,0.8302,2.7911
2.8124,0.94197,2.8184,1.0852,2.8267
2.8948,1.3895,2.442,1.197,2.8755
2.7627,0.8259,3.1994,1.1863,2.7987
2.9149,1.0876,1.9383,1.5253,2.9587
2.8015,1.1731,3.158,0.41583,2.7258
2.8261,0.62525,2.3641,1.0433,2.8679
2.8476,1.2538,2.7777,1.155,2.8377
2.757,0.53936,2.9692,0.553,2.7584
2.8479,1.1767,2.6972,1.0758,2.8379
2.6061,0,3.3191,0.22321,2.6904
2.8511,1.2693,2.7581,1.0072,2.8249
2.8663,0.97936,2.3159,1.1166,2.8801
2.7135,0.78183,3.6467,0.55004,2.6903
2.8138,1.0072,2.8696,0.89331,2.8024
2.9223,1.6203,2.3973,1.3832,2.8986
2.7849,0.90324,3.0544,1.1511,2.8097
2.7574,0.66226,3.0887,0.85134,2.7763
2.8311,0.96892,2.6579,1.4425,2.8785
2.9037,1.0838,2.0467,1.7815,2.9735
2.9079,1.3605,2.2819,0.70815,2.8426
2.8514,1.3159,2.8022,1.4635,2.8661
2.8394,1.0278,2.6334,0.9806,2.8347
2.9036,1.7757,2.7395,1.0769,2.8337
2.7569,0.87154,3.3022,0.81934,2.7517
2.7756,0.91614,3.1603,0.40572,2.7245
2.9354,1.5879,2.2339,1.991,2.9757
2.8601,1.074,2.4727,1.2567,2.8784
2.8139,1.1502,3.0113,0.74935,2.7738
2.9223,1.6322,2.4089,1.316,2.8907
2.7795,0.85746,3.0623,0.98611,2.7924
2.8887,1.4874,2.6006,1.3767,2.8776
2.8595,1.0092,2.4146,1.5179,2.9103
3.0579,2.2324,1.6532,1.9674,3.0314
2.8971,1.1936,2.2225,1.4721,2.925
2.9336,1.5014,2.1655,1.4645,2.9299
2.7863,0.81501,2.9516,0.77093,2.7819
2.8294,0.74477,2.4504,1.2626,2.8812
2.8678,1.632,2.9542,1.2701,2.8316
2.8112,0.76808,2.6566,0.93212,2.8276
2.8682,1.3201,2.6378,1.0505,2.8413
2.7455,0.70776,3.2526,0.10567,2.6853
2.9151,1.8199,2.6691,1.5197,2.8851
2.8763,1.3437,2.5808,0.81413,2.8233
2.8694,1.4548,2.7613,0.97693,2.8216
2.8035,0.97573,2.941,1.344,2.8403
2.818,0.87847,2.6981,0.57539,2.7877
2.9323,1.4923,2.1693,1.4141,2.9245
2.8894,1.2834,2.3896,1.2888,2.8899
2.7033,0.5441,3.5108,0.19301,2.6682
2.869,1.4423,2.7522,1.4978,2.8746
2.8412,1.1236,2.7114,0.67144,2.796
2.8302,1.2965,2.9942,1.3402,2.8346
2.9685,1.5987,1.9134,1.8573,2.9944
2.8702,1.1648,2.4631,0.66145,2.8198
2.8968,1.8462,2.8786,1.3279,2.8449
2.8589,1.4568,2.8674,1.3168,2.8449
2.7242,0.69968,3.4581,0.66907,2.7211
2.9595,1.7384,2.1433,1.9079,2.9765
2.9324,1.4773,2.1534,1.1817,2.9028
2.871,1.2836,2.5734,1.5258,2.8952
2.8157,1.0405,2.8837,0.66301,2.7779
2.9748,2.1206,2.3726,1.1789,2.8806
2.8727,1.2692,2.5423,1.371,2.8829
2.7687,0.70985,3.023,1.0031,2.798
2.8199,1.2358,3.0366,1.464,2.8427
2.8889,1.333,2.4441,1.2154,2.8771
2.8983,1.3062,2.3237,1.5164,2.9193
2.807,0.89279,2.8226,1.0722,2.825
2.8496,1.1787,2.6825,0.82018,2.8138
2.8112,0.84134,2.7294,0.68207,2.7953
2.7801,0.74168,2.9408,0.57686,2.7636
2.7372,0.32072,2.9489,0.51288,2.7564
2.7993,1.0199,3.027,0.89345,2.7866
2.91,1.5012,2.4008,1.2789,2.8878
2.8807,1.3333,2.5263,1.3948,2.8868
2.8254,1.1652,2.9115,1.037,2.8125
2.8729,1.4503,2.7217,1.4612,2.874
2.8333,0.84338,2.5102,1.2571,2.8747
2.7792,0.839,3.0472,0.66297,2.7616
2.8948,1.4341,2.486,1.4872,2.9001
2.9414,1.5777,2.1641,1.6363,2.9472
2.8117,0.86797,2.7514,1.5849,2.8834
2.6827,0.59675,3.7694,0.41419,2.6645
2.8198,1.3577,3.1594,1.5112,2.8352
2.816,0.92155,2.7611,0.9428,2.8182
2.9875,1.7463,1.8708,1.3469,2.9476
2.8178,1.0302,2.8526,0.61605,2.7763
2.8944,1.6159,2.6717,1.8498,2.9178
2.9662,1.4516,1.7898,1.5145,2.9725
2.8902,1.6257,2.7233,1.3683,2.8645
2.78,0.91038,3.1099,0.78739,2.7677
2.6755,0.38319,3.6279,0.94849,2.7321
2.681,0.47663,3.6663,0.68978,2.7023
2.6525,0.34492,3.8199,0.79002,2.697
2.7091,0.18673,3.096,0.55383,2.7458
2.8312,1.1698,2.8578,1.0411,2.8183
2.861,1.2845,2.6741,0.97332,2.8299
2.8982,1.3599,2.3784,1.2409,2.8863
2.8105,0.85204,2.7474,1.2573,2.851
2.753,0.89321,3.3636,0.73293,2.7369
2.9803,1.7528,1.9502,1.7271,2.9777
2.8837,1.3168,2.4796,1.2354,2.8756
2.8108,0.67059,2.5621,1.3648,2.8803
2.817,1.1058,2.9362,0.78662,2.785
2.8629,1.2694,2.6407,1.4167,2.8776
2.7781,0.79516,3.014,0.5812,2.7567
2.8425,1.1139,2.6891,1.1997,2.8511
2.8094,1.2147,3.1203,1.093,2.7973
2.8986,1.1663,2.1799,1.6878,2.9508
2.7423,0.59869,3.1752,1.0226,2.7847
2.8967,1.4146,2.4476,1.3851,2.8937
